document,chunk,text,question
spring-modulith:-slicing-onions-without-crying,0,"The architecture of an application fundamentally determines its maintainability, scalability, and overall quality. Spring, renowned for its versatility, empowers developers to align technical components with domain concepts, for more coherent and maintainable codebases. This session explores how Spring Modulith amplifies these principles, offering developers a framework for crafting modular and maintainable Spring Boot applications. You will learn how to cleanly cut your architecture, validate the package structure with automated tests, and generate diagrams to create overview. We'll also showcase how Picnic benefits from using Spring Modulith!",How does Spring Modulith enhance developers' ability to create modular and maintainable applications?
coding-a-disability-inclusive-world:-3-stories,2,'s possible to build the digital world in a way that everyone can participate. I'll show you how!,How can the digital world be built to enable everyone's participation?
braving-the-change:-recalibrating-to-new-realities,0,"‘Change is the only constant in our industry’… but they never told us it would go this fast. With the recent evolutions in AI, ‘change’ has shifted from a ‘constant’ to something better described as ’exponential,’ sparking excitement for some and existential dread for others.In this session, we’ll discuss some insights into dealing with change gathered from experts in the field. We’ll explore the emotional aspects of change, contextualize our relation to change and discuss skills and strategies to deal with evolving landscapes.After leaving this session, you’ll be better prepared for whatever change might come on your path. And with preparation comes bravery.",What can be learned in this session to help people cope with rapid changes in the industry?
"end-to-end-ml-with-kubernetes,-ray-and-java",1," to MLEstablishing a Ray cluster within KubernetesExecuting distributed ML training jobsModel serving on KubernetesIntegrating model endpoints in Java applications using LangChain4jWe will cover the entire lifecycle of a containerized, Java-based LLM application, from data preparation to training or fine-tuning foundational models. The session will also explore options for model deployment and integration with Java applications using vector databases for Retrieval-Augmented Generation (RAG), all orchestrated on Kubernetes.This comprehensive overview caters to Java developers, data scientists, MLOps engineers, and DevOps professionals, offering valuable insights across the ML application spectrum.",What are some of the key steps involved in deploying and integrating machine learning models in Java applications using vector databases on Kubernetes?
"java-23---better-language,-better-apis,-better-runtime",0,"Java 21 was an explosive release, but 22 and 23 are no slouches either:* from unnamed patterns to module imports* from the foreign-function and memory API to stream gatherers and the class-file API* from a simpler `main` to launching multi-source-file programs* from Markdown in JavaDoc to improved garbage collectionThere are plenty of features in the language, API, and runtime to discuss - whether new, improved, or finalized. So let's go over them!",What are some of the notable features introduced or improved in recent Java releases?
be-an-effective-polyglot-developer:-learn-languages-like-it's-nobody's-business!,0,"In the fast-paced world of software development, mastering multiple programming languages is no longer just a luxury—it's a game-changer. With AI tools transforming our industry, the ability to switch between languages effortlessly is more crucial than ever. Having conquered languages like Java, Go, TypeScript, and Rust, and comfortably coding in a dozen more, I've learned valuable lessons on this journey that I'm excited to share.Join me for an exhilarating session where I'll reveal the secrets to becoming an effective polyglot developer. Discover practical strategies to rapidly and effectively learn new languages, and understand how adopting a polyglot mindset can turbocharge your problem-solving skills and skyrocket your career.Highlights of the session include:- The Polyglot Mindset: Uncover the perks of being a polyglot developer and how it can open doors to innovative solutions and new opportunities.- Learning Hacks: Dive into techniques for mastering and keeping up with new programming languages with speed and confidence.Whether you're a seasoned developer looking",Why is being proficient in multiple programming languages considered a game-changer in software development today?
building-a-bullshit-language,0,"I have created AnnotationScript, a programming language whose syntax is expressed entirely in Java annotations. Yes, you read that right: Java annotations.WTF!?The pandemic lockdowns of 2020 did strange things to people. Some people started learning the guitar. Others decided to get in shape. But not me. I decided to take Java annotations to their logical extreme.I think annotations are over-used in the Java ecosystem: you can use them for dependency injection, handling HTTP requests, and interacting with databases. You can even use them to generate code in various ways. But for some reason, nobody has actually used them to implement a full-blown, Turing-complete programming language like LISP. Until now.Do you want to know how easy it is to actually implement LISP? Do you want to know how easy it is to recursively implement LISP in the LISP you just implemented? Do you want to know about the weird restrictions that Java annotations have?You will be amazed. Weirded-out and amazed",What is the unique concept behind AnnotationScript as a programming language?
bootiful-spring-boot:-a-dogumentary,0,"Spring Boot 3.x and Java 21 have arrived, making it an exciting time to be a Java developer! Join me, Josh Long (@starbuxman), as we dive into the future of Spring Boot with Java 21. Discover how to scale your applications and codebases effortlessly. We'll explore the robust Spring Boot ecosystem, featuring AI, modularity, seamless data access, and cutting-edge production optimizations like Project Loom's virtual threads, GraalVM, AppCDS, and more. Let's explore the latest-and-greatest in Spring Boot to build faster, more scalable, more efficient, more modular, more secure, and more intelligent systems and services.",What new features and optimizations does the latest version of Spring Boot offer for building scalable and efficient applications?
monitoring-java-application-security-with-jdk-tools-and-jfr-events,0,"Monitoring the underlying security configuration of your Java application offers insights into its overall strength concerning cryptographic standards. Knowing how security properties have changed throughout the lifetime of your application, recording TLS handshake activity, or supervising details of X.509 certificates is crucial to understanding what level of security your application has and ensuring that data is transmitted privately and without modifications, loss, or theft.Join this session and learn how to utilize keytool, JDK Flight Recorder, JDK Mission Control, and JFR Events to record your Java application security properties, monitor TLS protocol, and analyze X.509 certificate details.",Why is it important to monitor the security configuration and TLS handshake activity of a Java application?
battling-your-biased-brain,0,"Ever heard of the IKEA effect or the bandwagon-effect? In our efforts to delivering great software, there are numerous occasions where our brain tries to trick us. Don’t fall for them!In this talk we will dive into some well-known and researched cognitive biases that impact our judgments in our day-to-day jobs as software creators.When do they typically occur? And why are we falling into these traps from time to time?After this talk you'll have a better understanding of how your brain tricks you, how to make better decisions and in the end how to deliver some great software.A word of warning; during this talk you may get tricked!",What are some cognitive biases that can affect decision-making in software development?
"end-to-end-ml-with-kubernetes,-ray-and-java",0,"The rapidly evolving landscape of Machine Learning (ML) and Large Language Models (LLMs) demands efficient, scalable ways to run distributed workloads for training, fine-tuning, serving, and consuming models. Java, the dominant language in enterprise environments, faces pressure to not only modernize application stacks but also to embrace AI, driven by business needs and the myriad possibilities AI offers.In this context, LangChain4j has emerged as the leading framework for building GenAI, JVM-powered applications. However, the challenge extends beyond simply calling an LLM from a Java application. How does one build an end-to-end platform from data to a working application? This is where Ray and Kubernetes come into play. Ray, an open-source framework, simplifies distributed machine learning, while Kubernetes streamlines deployment.This deep-dive session will explore how to combine Java, LangChain4j, Ray, and Kubernetes for ML applications. Attendees will learn about:Core Ray concepts (actors, tasks) and their relevance",What role do Ray and Kubernetes play in building an end-to-end platform for machine learning applications using Java and LangChain4j?
valhalla:-bringing-the-jvm-into-the-21st-century,0,Despite all the language changes the design of the JVM is still the same as in 1995. Project Valhalla promises to change that and bring the JVM kicking and screaming in the 21st century.,What is Project Valhalla aiming to update in the design of the JVM?
your-frontend-is-killing!-let's-measure-it's-impact-with-co2.js,0,"Are you a software developer, architect, or manager, eager to make a meaningful impact on the world? Do you want to solve complex challenges and contribute towards a greener future? Then this session is for you!Join us as we dive into the world of measuring and reducing the carbon footprint of frontend applications. Climate change is a pressing global issue, and we believe that developers can play a crucial role in addressing it.In this session, we will explore the Green Web Foundation's library, CO2.js, which provides a practical way to measure the carbon emissions of your code.Through hands-on examples, you'll learn how to measure your coding emissions and gain insights into the environmental impact of your frontend applications. Armed with this knowledge, you'll be empowered to make informed decisions and take steps towards building more sustainable software.This session is not just about awareness; it's about action. Together, we can become part of the climate solution and contribute to a greener, more sustainable future.",How can software developers measure and reduce the carbon footprint of their frontend applications?
are-rewrites-always-a-bad-idea?,0,"It’s an age-old story. Dev meets legacy code base. Dev gets frustrated. Dev embarks on rewrite. Company spends money. Rewrite fails. Legacy stays in production.Ask most senior developers and they will tell you that a rewrite is rarely a good idea. And they’re right. But under what circumstances is a rewrite actually the best path forward?I faced this question with my team in a recent customer project. We were responsible for running and maintaining a service written by an academic in C++. The only problem? We are neither academics nor C++ developers. With the customer keen to add features to the ageing service, we asked ourselves, do we dare to rewrite?In this talk I will share my experiences on this project, including what it was like to take my first steps into a leadership role simply because I knew the most math.Using this project as a backdrop, this talk will cover- When a rewrite can be a good idea- Choosing the tech stack (spoiler alert: it",What factors should be considered to decide if rewriting a legacy system is the best course of action?
from-code-to-production:-mastering-java-applications-on-azure,0,"Take your Java applications from code to production with ease, on Azure’s robust platform. In this session, we'll guide you through deploying and running AI-powered microservices in the cloud. Learn how to leverage managed Java components, secure secrets, connect with other Azure services, as well as monitor and troubleshoot the health and performance of your apps. Whether you're new to cloud-native development or looking to optimize your Java workloads, this session will provide practical insights for running Java applications on Azure, every step of the way.",How can Azure help in deploying and managing Java applications in the cloud?
empowering-your-development-with-fp:-understanding-and-practice,0,"There are a lot of talks about the newest tools libraries and frameworks but sometimes it is good to take a step back and think about the underlying problems they are trying to solve. In this talk we will go into the 4 fundamental aspects within software engineering; problem solving, managing state, managing errors and managing side effects. There will be almost no functional programming terminology used but instead focus on recognizable examples (in Java) and look at them from a different angle that you might have never concidered. So if you want to improve your problem solving skills and get better in abstract thinking without having to learn what a monad is, this is the talk for you.",What are the four fundamental aspects of software engineering that will be discussed in the talk?
from-monolith-to-modulith:-unlocking-the-power-of-hexagonal-architecture-in-java,0,"Unlock the power of Hexagonal Architecture in Java as we guide you on a transformative journey from monolith to Modulith—a perfect balance between simplicity and scalability. Discover how to gradually refactor your applications using the synergy of Domain-Driven Design, Test-Driven Development, and Java modules, with live coding and real-world examples to make the process tangible and actionable. This talk isn’t just a lecture; it’s your roadmap to building resilient, future-proof software.",What are some methodologies mentioned that can help transition from a monolithic to a modular architecture in Java?
java's-concurrency-journey-continues!-exploring-structured-concurrency-and-scoped-values,1, still more stops to come.,What might be the reason for making additional stops?
project-panama-in-action:-building-a-file-system,0,"Discover the potential of Project Panama as we explore building custom file systems entirely in Java. This session shows you how to create a file system from scratch that uses io_uring. Learn how to leverage native interoperability to interact with the operating system without sacrificing Java's elegance and productivity. By the end of this session, you'll have a solid understanding of Project Panama's capabilities and be equipped to build your own tailored file system.",What is Project Panama's role in creating custom file systems using Java?
build-your-own-ev-smart-charge-solution,0,"Energy management is getting more and more important due to net congestion. Not only for businesses but also at home. Come and learn how you can build your own smart EV charge solution so you can manage your energy yourself! There are plenty of paid solutions out there, but probably none will fit your private situation. As a developer you have the luxury to be able to build your own solution matching your needs: link it to your agenda, connect to your home automation, dynamically charge based on energy prices, use your car as a battery for your home. You can be in control. The sky is the limit!After a quick introduction into the world of the energy market players and standards, we’ll dive into how to control your own EV charger and create your own CPO (Charge Point Operator). I’ll demo how to implement the CPO using the latest Java, Quarkus and Vaadin and ways to test your CPO.",How can you create a personalized smart EV charging solution at home?
1brc-–-nerd-sniping-the-java-community,0,"Your mission, should you decide to accept it, is the following: aggregate temperature values from a CSV file and group them by weather station name. There’s only one caveat: the file has one 1,000,000,000 rows!This is the task of the “One Billion Row Challenge” which went viral within the Java community earlier this year. Come and join me for this talk where I’ll dive into some of the tricks employed by the fastest solutions for processing the challenge’s 13 GB input file within less than two seconds. Parallelization and efficient memory access, optimized parsing routines using SIMD and SWAR, as well as custom map implementations are just some of the topics which we are going to discuss.I will also share some of the personal experiences and learnings which I made while running this challenge for and with the community.",What strategies can be used to efficiently process a massive dataset with a billion rows for a high-performance task?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,0,"For as long as we know, we have been competing. Arenas were built by the Romans to compete. Put to two kids in a room with just a stone, and they will start a completion about the silliest thing they can do with that stone. Humans are inherently competitive. However, the work we do is mostly about market outcome, and the outcome is not entirely based on skills or how good we are at using our tools. Programming competitions like Advent of Code or hackathons are a nice environment to experiment with tools and technologies while gaining new or improving skills and insights. And at the same time, you connect with colleagues or new people.In this talk, we first dive into why these competitions can be fun, and how we can benefit from events like this. Next, we look into my experience while organizing various programming competitions. This will include some examples, takeaways and maybe a blunder or two, which will help you participate or organize a competition!",What are some of the benefits of participating in programming competitions?
are-rewrites-always-a-bad-idea?,1, was Kotlin!)- Taking a leadership role as a junior dev- Geeky stuff from the domain: turning academia into code,How can a junior developer take on a leadership role in project development?
build-the-best-knowledge-retriever-for-your-large-language-model.,1," You experiment with different chunking mechanisms (sentence, max tokens, semantic). After that, you use various strategies to construct the context for the LLM (TopN, Window, Document, Hierarchical). To find the optimum combination, you'll use quality metrics for the retriever as well as the other components of the RAG system.You can do the workshop using Python or Java. We provide access to a remote LLM. You can also run an open-source LLM on Ollama on your local machine.We’ve created a dedicated web page to help you prepare, with all the resources you need at your fingertips. Dive into pre-workshop materials and come ready to make the most of this experience. Check out the web page and gear up for a great session!https://rag4j.org/conference/2024/09/27/workshop-jfall-2024.html",What are the different methods mentioned for constructing context for the language model in the workshop?
nljug-modern-it-leadership-summit-2024,0,"In an era of perpetual disruption, much of it driven by advancements in business technology, access to industry insights and expertise is more crucial than ever. That’s where the Modern IT Leadership Summit (MILS) comes in.During the Modern IT Leadership Summit, experienced managers with decision-making authority on strategic and tactical IT issues are invited to share their experiences, vision, and best practices. This year’s theme: “Software Engineering Intelligence: How (not) to Measure Team Productivity”In today’s rapidly evolving software development landscape, productivity is no longer just about lines of code, or the number of features shipped. Measuring team productivity in software engineering has become more complex, and traditional methods often fall short in capturing the true value and effectiveness of engineering teams. How can we better understand team productivity, and perhaps more importantly, what should we avoid?Join industry leaders, experts, and experienced engineers in an engaging panel discussion during the Modern IT Leadership Summit (MILS), where we will dive into",What is the focus of this year's theme at the Modern IT Leadership Summit?
getting-unstuck-in-levelling-up---patterns-for-personal-development,1," knowledge portfolio, and Dealing with uncertainty. In this way, you can take control of your personal development. You can make your learning path more effective and not based on coincidence.",How can you take control of your personal development and make your learning path more effective?
be-an-effective-polyglot-developer:-learn-languages-like-it's-nobody's-business!,1," to expand your skill set or a newcomer eager to dive into multiple languages, this session will equip you with the tools and confidence to learn languages like it's nobody's business. Embrace the future of software development and become a versatile, adaptive, and highly effective polyglot developer.",What is the goal of the session mentioned in the context?
open-sourcing-a-library:-how-hard-can-that-be?,0,"Open sourcing your code seems easy these days: you pick an appropriate license, select a free hosting service that fits your needs, upload the code and interact with the community. Libraries however pose some interesting challenges: your consumers and dependencies change, you'll need to submit it to a repository and  the added need for proper documentation.In this talk we'll cover the benefits of open sourcing your library as well as the steps you'll need to take using a real-world example. We'll also cover some of the added challenges you'll face such as releasing to Maven central, keeping your code up to date and secure as well as the altered consumers of your code. We'll walk through suggestions to handle these to help you out in case you run into them.This session will equip you with a comprehensive understanding of the challenges and benefits of open sourcing a Java library, enabling you to open, or perhaps start writing, your own.",What are some of the challenges faced when open sourcing a library compared to just open sourcing code?
trash-talk---exploring-the-memory-management-in-the-jvm,0,"In the realm of Java programming, understanding memory management and garbage collection mechanisms cannot only be helpful for optimizing performance and resource utilization but also in general will help you to use the right garbage collector for your application. This session will be about memory allocation, object lifecycle, and garbage collection strategies within the Java Virtual Machine (JVM). Attendees will gain insights into memory allocation strategies, object retention policies, and various garbage collection algorithms like generational and concurrent collection. So when you are interested in getting more knowledge about which garbage collector to use best for your application or about memory management in the JVM, this session is for you.",What topics will be covered in the session about Java programming and memory management?
modernising-j-unit-with-test-data-generators,0,"Due to shorter release cycles, unit test coverage is becoming more important. However, creating realistic and diverse unit test data manually is a tedious job specially as the codebase increases. You have to spend time to add hard coded data for different scenarios. Often duplicate data are found, and tricky edge cases are missed. Static data fixtures are prone to human error. Moreover, when data structure changes the data setup needs to be changed as well which increases maintenance work.Automation is the solution to overcome these limitations. I will show how to generate data with one or a few lines of code with DataFaker, Instancio and Jqwik. With builders and fluent APIs, the code becomes readable and easy to reuse. I will share examples on how to add customisations for specific uses cases like  negative amount, locale specific address, date range, list of given size etc. For predictability in tests, I will show examples of reproducing the test failures with seed value. The content will dive deeper into","How can automation tools like DataFaker, Instancio, and Jqwik help in improving the process of creating unit test data?"
building-a-bullshit-language,1,.,What should I do if I don't have any context for creating a question?
your-developer’s-intelligence-isn’t-artificial,0,"I“Hire someone with the right skills, pay the price for their immediate productivity and deal with the rest later.” It feels like Big Tech has been using that approach for years, gradually driving up wages for senior profiles in the process. But what if we did exactly the opposite?If you rely on tech skills, but don’t want to enter a bidding war, you are going to need a different strategy. If you choose this path, learning will become a key component in almost everything you do. You will have to hire for attitude, not skills. And if you want your investments to pay off, you’ll have to actually care about the individuals that work with you. This is a cultural shift that requires courage and buy-in from the entire company. There is no pretending.In this talk, I’ll talk about the journey we’ve gone through the last decade, and I’ll include examples from other companies in the field with similar philosophies. Amongst other things, I’ll touch on learning",What is an alternative strategy for hiring in tech companies that avoids engaging in a bidding war for talent?
how-package-encapsulation-with-spring-modulith-simplified-our-code,0,"Have you ever felt there is too much relevant code for your current task to fit into your brain? Resulting in some StackOverflow in your head: a brain explosion.Multiple factors contribute to this, one of them being the package structure of the code. In this talk I will explain why we wanted to refactor our package structure from horizontal (grouped by technical role like ‘controller’, ‘service’) to vertical (grouped by subject like ‘order’, ‘product’). I will show you how Spring Modulith can restrict access between packages.After this talk you will know why vertically slicing your packages might be a good idea and how you can use Spring Modulith to help you with that.",What is one approach to structuring code packages that can help manage complexity in large projects?
the-java-pub-quiz,0,"Oh yes, the one-and-only Java Pub Quiz is back once again at J-Fall! Test your knowledge about the programming language we all love: Java! With fun and interesting questions presented in a fast-paced pub quiz style that covers a wide range of Java-related subjects. Bring a friend or join up. We've got a beer for everyone and prizes for the winning team. It will be great fun! Be there or be square. Maximum number of participants: 100 people, first-come, first-served. We'll make teams on the spot.",What type of event is being held where participants can test their knowledge about Java?
tulips-to-turmeric:-lessons-learned-from-a-global-team,0,"Ever wondered why working in global teams feels like unravelling a mystery? You're not alone! The reality of working within such a team can differ from expectations. Often, the greatest challenge for developers isn't the actual work, but rather navigating the distance, understanding cultural disparities, and maintaining meaningful connections with team members.Today, whether we work in Amsterdam or New Delhi, Brussels or Beijing, we are all part of a global network where success requires traversing vastly different cultural realities. But how do you deliver constructive feedback to colleagues from Asia, America, or Europe? And why does your Indian team really need an hour for lunch? Also, do you know the secret that a ‘NO’ can come in many disguises?In this session, I will share personal stories and practical strategies from my years of working with multicultural teams. These strategies aim to enhance communication, bridge cultural gaps, and foster strong collaboration across continents. Join me as we embark on a journey filled with laughter, learning, and limitless",What are some challenges that developers face when working in global teams?
from-0-to-h-ai-ro:-unlock-the-power-of-generative-ai-with-langchain4j-and-spring-ai,1," concisely, ensuring you learn both the way the frameworks work as well as the underlying AI concepts without prior knowledge.By the end of this session, you will be ready to conquer the world of generative AI: You will not only understand the concepts behind today’s AI buzzwords but also learn how Spring AI and LangChain4j allow you to unleash the power of this promising technology. Armed with this knowledge, you’ll be prepared to embrace the future as a H-AI-ro!",What will participants learn about during the session on generative AI?
"discover-your-java-superpowers:-spring-boot,-heroku-&-jetbrains-ai",0,"This session demonstrates how JetBrains AI enhances Java development by streamlining project setup, feature development, and deployment in a Spring Boot application. You'll see how AI integration boosts productivity and efficiency, from coding to deploying on Heroku. Ready to elevate your Java workflow with AI?",How does JetBrains AI improve productivity in Java development?
